tpeak,amp,ed_s,fall
1502.638609,1.003232662,3.046566641,0.01
1502.671942,1.002293882,1.924136776,0.01
1502.792775,1.003490659,1.231629822,0.003674869
1502.869163,1.002977632,2.780446704,0.01
1504.789986,1.061748209,38.46884037,0.006569824
1504.928875,1.026398769,6.48216516,0.002106045
1504.949709,1.012856521,3.872307894,0.002714905
1505.302486,1.003535856,0.980969033,0.002526645
1505.364986,1.031815485,15.0383337,0.004470256
1505.774707,1.00304611,0.66509982,0.001744865
1505.849707,1.029178595,7.942089429,0.002385753
1506.023318,1.003637345,1.694749733,0.005271632
1506.260817,1.003270773,1.163450935,0.003474528
1506.291372,1.005015809,2.993904206,0.006492033
1506.335816,1.004729166,4.224811067,0.01
1506.71637,1.017256038,6.970040198,0.004004735
1506.870536,1.004653287,2.090790976,0.004729646
1506.966369,1.012529891,2.837431018,0.001898358
1507.023313,1.141670324,32.23694526,0.001907783
1507.178867,1.047635501,14.65592815,0.002731805
1507.245534,1.015477875,4.341611236,0.002519232
1508.013583,1.00778963,3.520150719,0.00454637
1508.12886,1.007019098,2.148428724,0.002880384
1508.462191,1.002429029,0.589466685,0.001954744
1508.656633,1.12617709,80.51953315,0.006995261
1508.763576,1.120449285,30.88179977,0.002282136
1508.927464,1.011462332,1.899441944,0.001086196
1509.002463,1.020356431,7.197502176,0.003517338
1509.158017,1.003653775,2.174147643,0.00708885
1509.217738,1.044473216,21.43970832,0.004605787
1509.308015,1.00955816,6.853302021,0.008299778
1509.470513,1.01026295,2.790517845,0.002465842
1509.595511,1.002650522,0.87380772,0.003074869
1509.731621,1.031274086,7.824519497,0.002167133
1509.959396,1.003425392,1.930695171,0.005993551
1510.364946,1.008284466,3.82127144,0.004418909
1510.570498,1.018102065,5.80385319,0.003084798
1510.981603,1.013916792,6.034861164,0.003469965
1511.060769,1.00670747,1.753914944,0.002252168
1511.144101,1.121290572,41.25251474,0.003299159
1511.455207,1.005596538,1.150202228,0.001574702
1511.542705,1.01125465,5.430460946,0.004695241
1511.602426,1.011610854,3.478549955,0.002816016
1511.670481,1.00682931,3.362024076,0.005238401
1511.824645,1.003115388,1.314453152,0.00427478
1512.082973,1.008833867,2.1680917,0.002149555
1512.159361,1.036193989,12.4029367,0.003162881
1512.296858,1.008839518,1.834619528,0.00160952
1512.414912,1.003644353,1.65750574,0.004766348
1512.448244,1.00237817,0.410681187,0.001135501
1512.53852,1.00240307,0.442339418,0.001333453
1512.626019,1.006341299,4.007229123,0.006510794
1513.185729,1.008194781,2.331603554,0.002520324
1513.334337,1.004931224,0.838382436,0.001113982
1513.507945,1.004265495,3.677169051,0.01
1513.802383,1.009334758,2.002036736,0.001701084
1514.464867,1.009507057,3.112639409,0.003425005
1514.64264,1.01546296,6.082441345,0.003617995
1514.766248,1.005562975,1.067394475,0.001391209
1514.805136,1.002524964,1.27019647,0.005286155
1514.950966,1.002644755,1.014433258,0.003887956
1515.110684,1.00401876,1.375016927,0.003104019
1515.255124,1.00289277,0.912627111,0.002845764
1515.413453,1.010279775,2.410875572,0.001967487
1515.427342,1.010364993,3.770929555,0.003320802
1515.51345,1.01112835,2.889684933,0.002247341
1515.691223,1.02173292,4.882321544,0.001904173
